연번,의료기관명,주소,전화번호
532,송강하나의원,"(34008) 대전광역시 유성구 송강로42번길 61 (송강동, 송강청솔아파트)",042-933-5787
533,송도외과의원,"(34909) 대전광역시 중구 계백로 1711-1 3,6~10층 B101호 (오류동)",042-222-7175
534,송재정형외과의원,"(34973) 대전광역시 중구 계백로 1592 5,6층 (유천동)",042-583-2500
535,송재활의학과의원,(35294) 대전광역시 서구 갈마로 257 2층 (괴정동),042-536-7582
536,송촌가정의학과의원,"(34401) 대전광역시 대덕구 동춘당로94번길 11-21 4층 (송촌동, 은혜프라자)",042-625-9975
537,송촌산부인과의원,(34408) 대전광역시 대덕구 송촌북로16번길 57 (송촌동),042-673-1275
538,송촌정형외과의원,"(34401) 대전광역시 대덕구 동춘당로94번길 11-27 2층 (송촌동, 하나로프라자)",042-627-7504
539,수내과의원,(34994) 대전광역시 중구 문화로 54 2층 (산성동),042-586-7582
540,수내과의원,"(34140) 대전광역시 유성구 어은로 57 (어은동, 한빛아파트)",042-862-7590
541,스마트내과의원,(35263) 대전광역시 서구 문정로 86 2층 (탄방동),042-478-7576
542,스마트내과의원,(34019) 대전광역시 유성구 관평2로 56 (관평동),042-934-0934
543,스마트이비인후과의원,(34071) 대전광역시 유성구 지족로 373 4층 401호 (지족동),042-863-0075
544,스마트정형외과의원,(34417) 대전광역시 대덕구 비래동로 7 (비래동),042-719-7582
545,스타뷰의원,(34068) 대전광역시 유성구 북유성대로 303 뉴타운프라자 207호 (반석동),042-826-5563
546,스타성형외과의원,(35234) 대전광역시 서구 둔산남로9번길 29 4층 (둔산동),042-471-8118
547,시온연합내과의원,(35234) 대전광역시 서구 대덕대로176번길 9 3층 (둔산동),042-384-1231
548,시원척척재활의학과의원,"(34640) 대전광역시 동구 계족로 171 4,5층 (대동)",042-273-7575
549,시원한재활의학과의원,"(34169) 대전광역시 유성구 계룡로 55 2층 203호~206호 (봉명동, 유성자이)",042-824-9495
550,시크릿산부인과의원,(35214) 대전광역시 서구 청사서로 46 3층 (월평동),042-535-2266
551,시티내과의원,"(35234) 대전광역시 서구 둔산로 76 4,7층 (둔산동)",042-485-4646
552,시티성형외과의원,(35234) 대전광역시 서구 둔산로 76 2층 (둔산동),042-484-2722
553,시티재활의학과의원,"(35234) 대전광역시 서구 둔산로 76 4층 (둔산동, 시티크리닉)",042-486-8287
554,시티피부과의원,(34179) 대전광역시 유성구 도안대로 591 3층 301호 (봉명동),042-822-9919
555,신비뇨기과의원,(35264) 대전광역시 서구 계룡로 605 3층 302호 (탄방동),042-522-5255
556,신선정형외과의원,(35382) 대전광역시 서구 관저중로 72 4층 (관저동),042-636-3003
557,신아웰니스의원,"(35233) 대전광역시 서구 대덕대로 226 5층 (둔산동, 대전 둔산동 명동프라자)",042-488-8334
558,신안과의원,"(34626) 대전광역시 동구 대전로 834 1,2층 (정동)",042-256-3320
559,신원비뇨기과의원,(34007) 대전광역시 유성구 봉산로 22 (봉산동),042-933-9776
560,신재승의원,(35307) 대전광역시 서구 계룡로 653-1 (용문동),042-533-6088
561,신재활의학과의원,(35214) 대전광역시 서구 청사로 121 (월평동),042-486-2308
562,신종수소아과의원,(34052) 대전광역시 유성구 엑스포로 473 (전민동),042-863-8700
563,신진옥산부인과의원,(34395) 대전광역시 대덕구 계족로 535 2층 (중리동),042-621-7830
564,신탄진부부재활의학과의원,(34311) 대전광역시 대덕구 신탄진로 824 2층 (신탄진동),042-936-7582
565,신탄진의원,(34317) 대전광역시 대덕구 대덕대로 1588-1 (석봉동),042-931-0077
566,신통재활의학과의원,(35335) 대전광역시 서구 도산로 51 4층 (도마동),042-523-9988
567,신프로의원,"(35281) 대전광역시 서구 계룡로342번길 208 1,2층 (갈마동)",042-484-0075
568,심안과의원,(34311) 대전광역시 대덕구 신탄진로 790 4층 (신탄진동),042-931-4502
569,심안과의원,"(35368) 대전광역시 서구 도안동로 3 304,305호 (가수원동, 리더스프라자에이)",042-543-5647
570,심장한이비인후과의원,(34406) 대전광역시 대덕구 계족산로5번길 117 (법동),042-627-8353
571,싱싱튼튼의원,"(35396) 대전광역시 서구 정림로 56-10 2,3층 (정림동, 정림프라자)",042-716-5656
572,쎄이미 의원,(34909) 대전광역시 중구 계백로 1715 602호 (오류동),042-537-8601
573,쎈비뇨기과의원,(35241) 대전광역시 서구 둔산중로 50 404호 (둔산동),042-483-3690
574,씨앤와이병리과의원,"(35203) 대전광역시 서구 둔산대로117번길 18 3층 (만년동, 거상빌딩)",042-535-5339
575,씨앤유내과의원,(34127) 대전광역시 유성구 죽동로297번길 68 씨앤유프라자동 304호 (죽동),042-822-5375
576,씨앤유피부과의원,"(34832) 대전광역시 중구 중앙로 149 3,4층 (은행동)",042-254-9200
577,아가페의원,"(34010) 대전광역시 유성구 구즉로 16 (송강동, 한마을A상가 201호)",042-934-7577
578,아나파의원,(34909) 대전광역시 중구 계백로 1715 1동 302호 (오류동),042-523-6655
579,아름다운미의원,(34909) 대전광역시 중구 계백로 1689 3층 (오류동),042-526-7480
580,아름다운여성의원,(35381) 대전광역시 서구 관저로 172 301호 (관저동),042-544-8272
581,아리따운여성의원,"(34168) 대전광역시 유성구 계룡로 81 2층 (봉명동, 비엔피빌딩)",042-862-0075
582,아이든 소아청소년과의원,"(34909) 대전광역시 중구 계백로 1715 4층 (오류동, 경복궁메디컬파크)",042-534-7582
583,아이리스의원,(35262) 대전광역시 서구 계룡로553번길 18 조이빌딩 10층 (탄방동),042-476-9922
584,아이맘소아청소년과의원,(35235) 대전광역시 서구 문정로 7 1층 101호 (둔산동),042-471-0101
585,아이엠피부과의원,(35264) 대전광역시 서구 계룡로 599 MG한밭빌딩 6층 (탄방동),042-533-1212
586,아이워너비의원,(35229) 대전광역시 서구 대덕대로 223 403호 (둔산동),1544-4539
587,아주정형외과의원,"(35321) 대전광역시 서구 동서대로 1072 지하1층,2~5층 (변동)",042-534-6536
588,안두원정신과의원,(34648) 대전광역시 동구 계족로 174 5층 (대동),042-672-7500
589,안의원,(34627) 대전광역시 동구 대전로807번길 50 1층 (중동),042-257-2724
590,안필상내과의원,(35337) 대전광역시 서구 배재로 156 (도마동),042-527-0952
591,애플소아청소년과의원,(35366) 대전광역시 서구 원도안로 51 302호 (가수원동),042-541-8875
592,앨리스의원,"(34692) 대전광역시 동구 동구청로 101 3층 (가오동, 세이프존)",042-271-1112
593,앨리스의원,"(35230) 대전광역시 서구 대덕대로 203 4층 (둔산동, 둔산미래빌딩)",042-487-1277
594,양마취통증의학과의원,(34629) 대전광역시 동구 대전로 788 (중동),042-283-7500
595,양성열성형외과의원,(35269) 대전광역시 서구 도솔로 391 3층 (괴정동),042-523-9959
596,양승돈성형외과의원,(35234) 대전광역시 서구 대덕대로 200 (둔산동),042-472-9779
597,양이비인후과의원,(35214) 대전광역시 서구 청사로 121 5층 청사서로 26 미래빌딩2층호 (월평동),042-486-2031
598,어경선정신건강의학과의원,(35260) 대전광역시 서구 문정로 85 3층 (탄방동),042-488-7100
599,어깨사랑마취통증의학과의원,(35271) 대전광역시 서구 대덕대로167번길 5 4층 (갈마동),042-527-1587
600,어울림성형외과의원,(35234) 대전광역시 서구 대덕대로176번길 9 5층 (둔산동),042-484-8633
601,엄재활의학과의원,(35368) 대전광역시 서구 도안동로 3 4층 403호 (가수원동),042-543-9775
602,엄정형외과의원,"(34442) 대전광역시 대덕구 오정로 1 2층 (오정동, 노촌빌딩)",042-635-2345
603,에스산부인과의원,(34572) 대전광역시 동구 동서대로 1688 5층 (성남동),042-541-0120
604,에스에이피부과의원,(34097) 대전광역시 유성구 은구비로155번안길 41 (죽동),042-825-7189
605,에스티피부과의원,(35269) 대전광역시 서구 계룡로 586 302호 (괴정동),042-535-5800
606,엑스포내과의원,(34052) 대전광역시 유성구 엑스포로 467-1 (전민동),042-863-6633
607,엑스포마취통증의학과의원,(34049) 대전광역시 유성구 엑스포로 488 (전민동),042-867-7533
608,엔젤소아청소년과의원,"(34086) 대전광역시 유성구 은구비남로33번길 36 (지족동,3층)",042-826-8404
609,엘루나의원,(35234) 대전광역시 서구 대덕대로 198 4층 (둔산동),042-484-2510
610,엘의원,(34317) 대전광역시 대덕구 대덕대로 1590 3층 (석봉동),042-935-3033
611,엘정형외과의원,(34073) 대전광역시 유성구 지족동로 152 6층 601호 (지족동),042-362-7582
612,엘젠느의원,(35234) 대전광역시 서구 대덕대로176번길 9 8층 (둔산동),042-476-0238
613,엘케이피부과의원,(35234) 대전광역시 서구 둔산로 52 3층 (둔산동),042-477-0050
614,엠에스병리과의원,"(35240) 대전광역시 서구 문예로 61 6층 (둔산동, 대림빌딩)",042-471-0367
615,엠엔디메디의원,(35370) 대전광역시 서구 관저로 31 엠디메디컬센터 5층 (관저동),042-545-7511
616,엠의원,"(34068) 대전광역시 유성구 반석로 7 (반석동,애니플라자301,302)",042-825-5975
617,엠제이마취통증의학과의원,(35230) 대전광역시 서구 대덕대로 179 엠제이피부과 굿모닝어학원 601호 (둔산동),042-472-8575
618,엠제이피부과의원,"(35230) 대전광역시 서구 대덕대로 179 13층 (둔산동, 엠제이피부과굿모닝어학원빌딩)",042-471-0880
619,엠허브의원,"(34552) 대전광역시 동구 동서대로 1641 아남빌딩 3층,4층 (용전동)",042-710-8119
620,여재동이비인후과의원,(34611) 대전광역시 동구 우암로 145 (삼성동),042-625-6942
621,연세 남인환피부과의원,"(35241) 대전광역시 서구 둔산남로 85 3층 301호 (둔산동, 크레온오피스텔)",042-483-2075
622,연세가정의학과의원,(34139) 대전광역시 유성구 농대로 16 (어은동),042-862-6625
623,연세가정의학과의원,(34359) 대전광역시 대덕구 대전로 1369 (읍내동),042-622-8991
624,연세나음샘내과.마취통증의학과의원,(34552) 대전광역시 동구 동서대로 1677 5층 502호 (용전동),042-716-2090
625,연세내과의원,"(35230) 대전광역시 서구 둔산로 34 401호 (둔산동, 씨엔씨타워)",042-485-8000
626,연세다나의원,(34230) 대전광역시 유성구 진잠로74번길 53 (원내동),042-545-8275
627,연세더블유의원,(35229) 대전광역시 서구 대덕대로 219 5층 (둔산동),042-472-2252
628,연세라온의원,(34121) 대전광역시 유성구 대덕대로 588 3층 (도룡동),042-863-3100
629,연세마디튼튼의원,(34418) 대전광역시 대덕구 비래동로 20 303호 (비래동),042-621-3535
630,연세마취통증의학과의원,(35334) 대전광역시 서구 도솔로 74 3층 (도마동),042-533-0303
631,연세의원,(34506) 대전광역시 동구 우암로 328 (가양동),042-634-1870
632,연세정형외과의원,"(35326) 대전광역시 서구 동서대로 1016 1,2층 (내동)",042-538-0011
633,연세제통가정의학과의원,"(34190) 대전광역시 유성구 도안대로 512-12 2,3,4층 (봉명동)",042-222-7579
634,연세포유의원,(34433) 대전광역시 대덕구 대전로 1100 (오정동),042-633-8855
635,연세피부과의원,(35264) 대전광역시 서구 계룡로 613 4층 (탄방동),042-527-2575
636,연세한사랑의원,(35399) 대전광역시 서구 정림로 18 2층 (정림동),042-585-8235
637,연세홈닥터의원,(34019) 대전광역시 유성구 테크노4로 133 (관평동),042-671-0365
638,연세화사외과의원,"(34188) 대전광역시 유성구 계룡로 114 2층 210,211호 (봉명동)",042-719-7580
639,연세휴의원,(34956) 대전광역시 중구 계백로 1712-1 3층 (문화동),042-256-7666
640,연합내과의원,(34086) 대전광역시 유성구 노은로 166 (지족동),042-476-1975
641,연합비뇨기과의원,(34903) 대전광역시 중구 계룡로 804 코스모메디컬 (오류동),042-222-2463
642,연합소아청소년과의원,(34956) 대전광역시 중구 계백로1716번길 26 미성프라자 202호 (문화동),042-221-7533
643,연합의원,"(34311) 대전광역시 대덕구 신탄진로 821 3,4층 (신탄진동)",042-931-2232
644,연합이비인후과의원,(34887) 대전광역시 중구 계백로1565번길 68 3층 (유천동),042-521-2233
645,연합항장외과의원,(35335) 대전광역시 서구 도산로 51 5층 (도마동),042-532-7175
646,열린의원,(34880) 대전광역시 중구 태평로 105 1층 일부 (태평동),042-536-6766
647,열린이비인후과의원,(35401) 대전광역시 서구 도산로 45 3층 (도마동),042-585-3600
648,열린정형외과의원,(34880) 대전광역시 중구 태평로 105 (태평동),042-536-6566
649,영산부인과의원,(35271) 대전광역시 서구 대덕대로167번길 5 5층 (갈마동),042-533-0330
650,영선가정의학과의원,(34867) 대전광역시 중구 중앙로 23-12 B동 202호 (선화동),042-253-1275
651,영피부과의원,(34384) 대전광역시 대덕구 계족로 629 7층 (법동),042-637-7755
652,예담산부인과의원,"(35362) 대전광역시 서구 도안대로 25 2,3,4층 (관저동)",042-546-9300
653,예담정신건강의학과의원,(34675) 대전광역시 동구 옥천로 183 5층 (판암동),042-282-3311
654,예쁜아이소아청소년과의원,"(35353) 대전광역시 서구 도안중로 306 2, 3층 (도안동)",042-822-3556
655,예사랑의원,"(35284) 대전광역시 서구 신갈마로 46 403호 (내동, 롯데아파트상가)",042-527-2806
656,예사랑정신건강의학과의원,(34019) 대전광역시 유성구 테크노4로 137 웰스피아 2층 204호 (관평동),042-671-7500
657,예스(YES)바로나의원,"(35370) 대전광역시 서구 관저로 13 명경프라자 402,403호 (관저동)",042-541-7588
658,예스정형외과의원,(34692) 대전광역시 동구 은어송로 55 그린타워 3층 (가오동),042-633-3388
659,예시티비뇨기과의원,"(34695) 대전광역시 동구 동구청로 95 5층 (가오동, 예시티빌딩502호)",042-271-3336
660,예인의원,"(34997) 대전광역시 중구 당디로 45 104호 (산성동, 우성아파트상가)",042-583-6765
661,예일내과영상의학과의원,(34306) 대전광역시 대덕구 신탄진로 836 드림빌딩 6층 (신탄진동),042-936-6060
662,예일의원,(34306) 대전광역시 대덕구 신탄진로 836 드림빌딩 6층 (신탄진동),042-936-4040
663,예일이비인후과의원,(34640) 대전광역시 동구 계족로 171 2층 (대동),042-284-7500
664,예일정형외과의원,"(34815) 대전광역시 중구 동서대로 1403 지하1,지상1,3층 (목동)",042-224-0007
665,오광진마취통증의학과의원,"(35400) 대전광역시 서구 계백로 1426 202호 (도마동, 써머스빌)",042-584-8500
666,오라클윤소영피부과의원,(34695) 대전광역시 동구 은어송로 60 지티엠빌딩 5층 501호 (가오동),042-284-0075
667,오라클피부과의원,"(34017) 대전광역시 유성구 테크노중앙로 32 (관평동,텐폴드프라자 4층)",042-932-8275
668,오라클피부과의원,"(35234) 대전광역시 서구 대덕대로 182 6층 (둔산동, 오라클빌딩)",042-488-8975
669,오렌지나무의원,"(35265) 대전광역시 서구 대덕대로 164 2,3층 (갈마동)",042-528-1575
670,오르다이비인후과의원,(34675) 대전광역시 동구 옥천로 183 판암퍼스트타워 4층 411호~414호호 (판암동),042-721-7585
671,오소아청소년과의원,(35250) 대전광역시 서구 둔산로 214-1 2층 (둔산동),042-471-2464
672,오영진피부과의원,(35214) 대전광역시 서구 청사로 121 6층 (월평동),042-483-5050
673,오정성모의원,(34437) 대전광역시 대덕구 대전로 1121 (오정동),042-636-0070
674,오케이마디의원,(35304) 대전광역시 서구 도산로 372-1 3층 (용문동),042-534-0365
675,오케이마취통증의학과의원,(34629) 대전광역시 동구 대전로 792 2층 (중동),042-222-7570
676,오케이비뇨기과의원,(34639) 대전광역시 동구 계족로 75 (신흥동),042-283-1275
677,오케이연합의원,(34672) 대전광역시 동구 동부로 27 3층 (판암동),042-710-1975
678,오케이재활의학과의원,(34534) 대전광역시 동구 동대전로 286 3층 (가양동),042-621-0991
679,온누리수의원,"(35310) 대전광역시 서구 동서대로 1147 5, 6층 (가장동)",042-538-1000
680,올고든정형외과의원,"(34195) 대전광역시 유성구 동서대로 683 1,2,3층 (원신흥동)",042-716-0077
681,올굿소아청소년과의원,(34052) 대전광역시 유성구 유성대로 1722 2층 (전민동),042-721-7990
682,올리브내과의원,"(34695) 대전광역시 동구 동구청로 95 6층,7층 (가오동)",042-286-0075
683,올뷰티의원,(34190) 대전광역시 유성구 도안대로 512-12 3층 301호 (봉명동),042-822-9787
684,올웨이즈윤대영성형외과의원,"(34188) 대전광역시 유성구 계룡로 114 대전유성BYC빌딩 지상 2층 202,203,204호 (봉명동)",042-719-7502
685,와동내과의원,(34346) 대전광역시 대덕구 신탄진로218번길 32 (와동),042-621-7001
686,용산부인과의원,"(35035) 대전광역시 중구 대종로 232 1,2,3층 (석교동)",042-286-3838
687,용운내과의원,(34662) 대전광역시 동구 용운로 170-1 2층 (용운동),042-286-7585
688,용운사랑연합의원,"(34653) 대전광역시 동구 용운로 105 지하1층, 1층 (용운동)",042-274-7579
689,용운성모소아청소년과의원,(34526) 대전광역시 동구 백룡로 145 (용운동),042-282-4625
690,용전내과의원,(34552) 대전광역시 동구 계족로 416 2층 (용전동),042-624-1724
691,우리가정의학과의원,"(34663) 대전광역시 동구 동부로73번길 6 3층 (판암동, 성창프라자)",042-272-7582
692,우리가정의학과의원,(34333) 대전광역시 대덕구 덕암로181번길 1 2층 (덕암동),042-933-8575
693,우리내과의원,(35019) 대전광역시 중구 과례로39번길 16 2층 (문화동),042-584-7584
694,우리내과의원,(35297) 대전광역시 서구 가장로 100 4층 (가장동),042-528-0900
695,우리내과의원,"(34086) 대전광역시 유성구 은구비로 36 (지족동, 월드코아종합라이프상가)",042-824-8875
696,우리다움정신건강의학과의원,(34966) 대전광역시 중구 계백로 1622 (유천동),042-585-1335
697,우리들내과의원,"(34049) 대전광역시 유성구 엑스포로 488 5층 5-131호 (전민동, 엑스포코아)",042-863-1141
698,우리들내과의원,(34998) 대전광역시 중구 문화로 180 (문화동),042-582-2364
699,우리들소아청소년과의원,"(34086) 대전광역시 유성구 노은로 170 스타시티 2층 202, 203, 204호 (지족동)",042-862-7582
700,우리들외과의원,(34008) 대전광역시 유성구 봉산로 27 (송강동),042-935-1116
701,우리들의원,"(34396) 대전광역시 대덕구 계족로690번길 21 101호 (법동, 송촌선비마을1단지상가)",042-673-3700
702,우리성모의원,(35032) 대전광역시 중구 보문로 54 (부사동),042-223-7375
703,우리수내과의원,"(35262) 대전광역시 서구 문정로2번길 95 3층 (탄방동, 주안빌딩)",042-489-1600
704,우리안과의원,(35229) 대전광역시 서구 대덕대로 219 (둔산동),042-476-1675
705,우리연합의원,(35350) 대전광역시 서구 도안북로 107 302호 (도안동),042-825-7803
706,우리이비인후과의원,(34653) 대전광역시 동구 계족로140번길 178 (용운동),042-284-8575
707,우리이비인후과의원,(34892) 대전광역시 중구 동서대로 1218 3층 301호 (태평동),042-528-3300
708,우리이비인후과의원,"(34179) 대전광역시 유성구 도안대로 591 303호 (봉명동, 명동프라자)",042-824-9137
709,우리정신건강의학과의원,(35335) 대전광역시 서구 도산로 51 302호 (도마동),042-528-7585
710,우리집정신건강의학과의원,"(35300) 대전광역시 서구 계룡로 630 2층 (용문동, 수정빌딩)",042-525-7552
711,우성정형외과의원,"(35260) 대전광역시 서구 둔산남로 100 3,7층 (탄방동)",042-477-5119
712,우신정형외과의원,"(35272) 대전광역시 서구 갈마로 79 1,3층 (갈마동)",042-538-5700
713,우종설성형외과의원,(34188) 대전광역시 유성구 계룡로 120 3층 303호 (봉명동),042-389-1314
714,원마취통증의학과의원,(34190) 대전광역시 유성구 도안대로 512-12 201호 (봉명동),042-710-8875
715,원이비인후과의원,(35263) 대전광역시 서구 문정로 76 3층 (탄방동),042-522-8692
716,월평성모의원,"(35211) 대전광역시 서구 월평북로 11 201호 (월평동, 주공1단지상가)",042-489-2711
717,웰본정형외과의원,(35363) 대전광역시 서구 관저북로13번길 23-24 승암빌딩 5층 (관저동),042-710-7579
718,웰비뇨기과의원,(35233) 대전광역시 서구 대덕대로 226 4층 (둔산동),1588-8163
719,웰컴정신건강의학과의원,(35368) 대전광역시 서구 도안동로 3 리더스프라자에이 201호 (가수원동),042-543-4575
720,위드유정신건강의학과의원,(35382) 대전광역시 서구 관저중로 72 4층 (관저동),042-710-7526
721,유성정형외과의원,(34173) 대전광역시 유성구 유성대로 727 (장대동),042-822-3773
722,유성제일정형외과의원,(34171) 대전광역시 유성구 유성대로 772 (장대동),042-825-8275
723,유소미산부인과의원,(34411) 대전광역시 대덕구 계족산로 5 (중리동),042-636-7702
724,유소아청소년과의원,(35396) 대전광역시 서구 정림로 62-1 2층 (정림동),042-585-7582
725,유아이성형외과의원,"(34188) 대전광역시 유성구 계룡로132번길 10 3층 (봉명동, 도안쎈트럴프라자 305호,306호)",042-861-5300
726,유앤유산부인과의원,(35230) 대전광역시 서구 대덕대로 199 2층 (둔산동),042-489-7285
727,유진호정신건강의학과의원,(35402) 대전광역시 서구 도산로 46 (도마동),042-584-7979
728,유척마취통증의학과의원,"(34408) 대전광역시 대덕구 송촌북로36번길 36 9층, 802호 (송촌동)",042-632-0110
729,유천동한사랑의원,(34891) 대전광역시 중구 계백로 1543 3층 (유천동),042-532-7577
730,유철재내과의원,(35301) 대전광역시 서구 도산로 353 (용문동),042-535-7533
731,유항외과의원,(35304) 대전광역시 서구 계룡로 646 3층 (용문동),042-536-2800
732,윤내과의원,(35304) 대전광역시 서구 계룡로 662 (용문동),042-523-8866
733,윤내과의원,"(34514) 대전광역시 동구 동대전로 200 2층 201호 (자양동, 예일크리닉빌딩)",042-637-7585
734,윤대호가정의학과의원,(34590) 대전광역시 동구 계족로 346 (성남동),042-672-1018
735,윤마취통증의학과의원,"(35241) 대전광역시 서구 둔산중로 38 4층 (둔산동, 메트로존)",042-477-0100
736,윤슬안과의원,(34223) 대전광역시 유성구 계백로 927 코젤랜드 3층 (원내동),042-546-5005
737,윤신의이비인후과의원,"(35216) 대전광역시 서구 청사로 65 302호 (월평동, 황실코아상가)",042-489-6066
738,윤의원,(35043) 대전광역시 중구 충무로 72 (대사동),042-257-8965
739,윤일국내과의원,(34676) 대전광역시 동구 옥천로 178 2층 (판암동),042-272-1335
740,윤재활의학과의원,"(34630) 대전광역시 동구 대전로 771 2층 202호 (원동, 중앙프라자)",042-285-4477
741,율빛의원,(35269) 대전광역시 서구 계룡로 586 301호 (괴정동),042-535-1075
742,으뜸정형외과의원,(35382) 대전광역시 서구 구봉로 139 5층 (관저동),042-543-2210
743,은빛사랑정신건강의학과의원,(35223) 대전광역시 서구 월평중로 36 5층 (월평동),042-486-2800
744,은산부인과의원,(34648) 대전광역시 동구 동대전로 80 3층 (대동),042-622-6300
745,은혜산부인과의원,(35400) 대전광역시 서구 계백로 1420 3층 (도마동),042-586-0912
746,을지소아청소년과의원,(34811) 대전광역시 중구 목중로 51-1 2층 (목동),042-221-1659
747,을지의원,(35389) 대전광역시 서구 계백로1158번길 114 2층 (가수원동),042-541-0586
748,을지정형외과의원,"(34009) 대전광역시 유성구 봉산로 1 4,5층 (송강동)",042-935-1220
749,의료법인마리아의료재단마리아의원,"(35209) 대전광역시 서구 청사로 148 2층 203,206,207,208호 (둔산동, 매그놀리아)",042-522-6555
750,의료법인은산의료재단대덕한사랑의원,(34435) 대전광역시 대덕구 한남로 123 3층 (오정동),042-637-7905
751,의료법인중앙의료재단씨엠아이의원,(35209) 대전광역시 서구 한밭대로 797 지하1층 (둔산동),042-477-9633
752,의사랑의원,(34070) 대전광역시 유성구 지족북로66번길 60 3층 302호 (지족동),042-826-1256
753,이강근마취통증의학과의원,(34675) 대전광역시 동구 옥천로 183 판암퍼스트타워 5층 501~506호 (판암동),042-710-8275
754,이강산가정의학과의원,(34546) 대전광역시 동구 계족로 425 (용전동),042-625-1123
755,이경민소아청소년과의원,"(35368) 대전광역시 서구 도안동로11번길 10 3층 301,302,303호 (가수원동)",042-542-5275
756,이국희산부인과의원,(34068) 대전광역시 유성구 반석로 16 (반석동),042-826-0088
757,이기수의원,"(35210) 대전광역시 서구 청사로 5 119,120,204호 (월평동, 하나로아파트상가)",042-486-2536
758,이기정내과의원,(35334) 대전광역시 서구 도산로 93 (도마동),042-523-3282
759,이내과의원,(34940) 대전광역시 중구 중교로 15 (대흥동),042-221-7575
760,이동규의원,"(35260) 대전광역시 서구 둔산중로 20 나비家 아르누보팰리스 2층 201,228,229호 (탄방동)",042-471-8175
761,이동복소아청소년과의원,"(34909) 대전광역시 중구 계백로 1689 1,2층 (오류동)",042-523-3777
762,이레마취통증의학과의원,"(34639) 대전광역시 동구 계족로 75 6층 (신흥동, 한가족 크리닉)",042-252-0153
763,이마음정신건강의학과의원,"(34909) 대전광역시 중구 계백로 1709 301,302호 (오류동)",042-523-5972
764,이봉희정신건강의학과의원,(34832) 대전광역시 중구 중앙로 171 4층 (은행동),042-255-1515
765,이상두소아과의원,(34230) 대전광역시 유성구 진잠로42번길 107 (원내동),042-544-7227
766,이상운재활의학과의원,"(34899) 대전광역시 중구 계백로 1619 301호 (유천동, 벽산프라자)",042-524-7500
767,이상원이비인후과의원,(34406) 대전광역시 대덕구 동춘당로 179 (법동),042-622-7230
768,이상주내과의원,"(34964) 대전광역시 중구 계룡로 922 215,216,217호 (문화동, 하우스토리2차)",042-716-0311
769,이성구이비인후과의원,(34177) 대전광역시 유성구 계룡로 50 (봉명동),042-823-0555
770,이양덕내과의원,(34190) 대전광역시 유성구 도안대로 512-17 3층 (봉명동),042-822-7525
771,이연정신건강의학과의원,(35262) 대전광역시 서구 계룡로553번안길 19 3층 302호 (탄방동),042-471-7788
772,이영인산부인과의원,(34173) 대전광역시 유성구 유성대로 727 (장대동),042-822-3775
773,이윤희정신건강의학과의원,(34572) 대전광역시 동구 동서대로 1688 빅플러스타워 6층 601호 (성남동),042-710-7588
774,이정은정신건강의학과의원,"(35261) 대전광역시 서구 문정로 30 6층 (탄방동, 한마음클리닉)",042-484-0006
775,이종락성형외과의원,"(35234) 대전광역시 서구 대덕대로 194 5층 (둔산동, 백마빌딩)",042-482-3375
776,이종미산부인과의원,"(35223) 대전광역시 서구 월평중로 24 3층 (월평동, 푸른크리닉)",042-471-3575
777,이종성피부과의원,(35401) 대전광역시 서구 도산로 45 3층 (도마동),042-585-1402
778,이중화비뇨기과의원,"(34920) 대전광역시 중구 중교로 66 1,2층 (대흥동)",042-252-3690
779,이지브레인정신건강의학과의원,"(35241) 대전광역시 서구 둔산로 130 406호 (둔산동, 대덕프라자)",042-477-2701
780,이지소아청소년과의원,"(35206) 대전광역시 서구 청사로 282 302호 (둔산동, 수정타운상가)",042-484-7775
781,이지소아청소년과의원,"(35206) 대전광역시 서구 청사로 282 302호 (둔산동, 수정타운상가)",042-484-7775
782,이철원내과의원,(35313) 대전광역시 서구 갈마로 242 (내동),042-524-9889
783,이철호비뇨기과의원,(34832) 대전광역시 중구 중앙로 159 3층 (은행동),042-254-5867
784,이춘근이비인후과의원,(34627) 대전광역시 동구 중앙로193번길 6 (중동),042-256-7989
785,이헌주성형외과의원,"(35230) 대전광역시 서구 대덕대로 193 7층 (둔산동, 하나빌딩)",042-483-6141
786,이형주성형외과의원,(35269) 대전광역시 서구 계룡로 586 6층 (괴정동),042-255-8886
787,이호성소아청소년과의원,(34086) 대전광역시 유성구 노은로 178 (지족동),042-824-4163
788,이호외과의원,"(35307) 대전광역시 서구 도산로 398 1,2,3층 (용문동)",042-537-2533
789,이화미래내과의원,(34086) 대전광역시 유성구 노은로 178 (지족동),042-476-3030
790,이화산부인과의원,(34675) 대전광역시 동구 옥천로 183 판암퍼스트타워 4층 419~422호 (판암동),042-487-5154
791,이희우내과의원,"(35400) 대전광역시 서구 계백로 1402 B동 2,4층 (도마동)",042-587-3110
792,인구보건복지협회대전충남지회가족보건의원,(34872) 대전광역시 중구 오류로 98 (오류동),042-712-1300
793,인성의원,(34814) 대전광역시 중구 목중로 4 (중촌동),042-256-4904
794,인제정형외과의원,(35393) 대전광역시 서구 계백로 1264-1264 (정림동),042-585-5900
795,임상복내과의원,(34389) 대전광역시 대덕구 계족로 615 (중리동),042-672-5900
796,임소아청소년과의원,"(34890) 대전광역시 중구 태평로 15 306호 (태평동, 버드내아파트)",042-537-1275
797,임현순산부인과의원,(35234) 대전광역시 서구 대덕대로 202 3층 (둔산동),042-489-9100
